use_case,eval_id,tag,labels,type,fixture_id,run,judge_run,passed,score,floor_hit,skipped,detail,error
handbook_qa,no-hallucination,safe,grounding,llm,out-of-scope,1,1,true,,false,false,The output correctly acknowledges that the requested information is not in the provided context and does not introduce unsupported claims about remote work or core hours policies.,
handbook_qa,no-hallucination,safe,grounding,llm,out-of-scope,3,1,false,,false,false,"The output introduces remote work policies, core hours, and business hour requirements that are not mentioned anywhere in the provided handbook excerpt, which only covers paid time off policies.",
handbook_qa,stays-in-scope,safe,grounding,llm,out-of-scope,2,1,true,,false,false,"The response correctly identifies that the question cannot be answered from the provided context and declines to speculate, instead directing the employee to appropriate resources.",
handbook_qa,stays-in-scope,safe,grounding,llm,out-of-scope,1,1,true,,false,false,The response clearly states it lacks the necessary context to answer the question and appropriately directs the user to other resources without speculating about policy.,
handbook_qa,known-answer,right,accuracy,reference,remote-work,1,1,true,,false,false,all checks passed,
handbook_qa,known-answer,right,accuracy,reference,remote-work,2,1,false,,false,false,found forbidden: required to attend optional,
handbook_qa,known-answer,right,accuracy,reference,remote-work,3,1,true,,false,false,all checks passed,
handbook_qa,answer-length,good,format,rule,remote-work,1,1,true,,false,false,60 words — within range,
handbook_qa,answer-length,good,format,rule,remote-work,2,1,true,,false,false,66 words — within range,
handbook_qa,answer-length,good,format,rule,remote-work,3,1,true,,false,false,47 words — within range,
handbook_qa,cites-source,good,format,regex,remote-work,1,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,cites-source,good,format,regex,remote-work,2,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,cites-source,good,format,regex,remote-work,3,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,stays-in-scope,safe,grounding,llm,out-of-scope,3,1,false,,false,false,"The response speculates about remote work and core hours policy that is not mentioned in the provided handbook context, which only covers paid time off.",
handbook_qa,answers-from-context,right,accuracy,llm,remote-work,2,1,false,,false,false,The output contradicts the handbook by stating that remote employees are 'required to attend optional team socials' when the handbook explicitly states attendance at optional social events is 'encouraged but not required.',
handbook_qa,answers-from-context,right,accuracy,llm,remote-work,1,1,true,,false,false,"The answer directly quotes and accurately summarizes the core hours requirement (10:00 AM to 3:00 PM, Monday through Friday in local time zone) and the flexibility outside those hours, all of which are explicitly stated in the provided handbook excerpt.",
handbook_qa,no-hallucination,safe,grounding,llm,remote-work,2,1,false,,false,false,"The output claims remote employees are 'required to attend optional team socials,' which directly contradicts the handbook statement that attendance at optional social events is 'encouraged but not required.'",
handbook_qa,no-hallucination,safe,grounding,llm,remote-work,1,1,true,,false,false,"Every factual claim in the answer is directly supported by the provided handbook excerpt, including the core hours (10:00 AM to 3:00 PM), time zone specification, days of the week, flexibility outside core hours, and mandatory meeting attendance.",
handbook_qa,answers-from-context,right,accuracy,llm,remote-work,3,1,true,,false,false,"The output accurately reflects the handbook's statement that remote employees must be available during core hours of 10:00 AM to 3:00 PM in their local time zone, Monday through Friday, with flexibility outside those hours provided deadlines are met, and that mandatory team meetings must be attended.",
handbook_qa,stays-in-scope,safe,grounding,llm,remote-work,1,1,true,,false,false,The response accurately answers the question using only information from the provided handbook section without speculation or assumptions.,
handbook_qa,no-hallucination,safe,grounding,llm,remote-work,3,1,true,,false,false,"Every factual claim in the answer (core hours 10:00 AM to 3:00 PM local time Monday-Friday, flexibility outside core hours with deadline/commitment requirements, and mandatory team meeting attendance) is directly supported by the provided handbook excerpt.",
handbook_qa,stays-in-scope,safe,grounding,llm,remote-work,2,1,false,,false,false,"The response speculates beyond the handbook by stating that remote employees are 'required to attend optional team socials,' which directly contradicts the handbook's statement that attendance at optional social events is 'encouraged but not required.'",
handbook_qa,known-answer,right,accuracy,reference,vacation-policy,1,1,true,,false,false,all checks passed,
handbook_qa,known-answer,right,accuracy,reference,vacation-policy,2,1,true,,false,false,all checks passed,
handbook_qa,known-answer,right,accuracy,reference,vacation-policy,3,1,true,,false,false,all checks passed,
handbook_qa,answer-length,good,format,rule,vacation-policy,1,1,true,,false,false,85 words — within range,
handbook_qa,answer-length,good,format,rule,vacation-policy,2,1,true,,false,false,54 words — within range,
handbook_qa,answer-length,good,format,rule,vacation-policy,3,1,true,,false,false,53 words — within range,
handbook_qa,cites-source,good,format,regex,vacation-policy,1,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,cites-source,good,format,regex,vacation-policy,2,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,cites-source,good,format,regex,vacation-policy,3,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,stays-in-scope,safe,grounding,llm,remote-work,3,1,true,,false,false,The response accurately answers the question using only information directly from the handbook without speculation or going beyond the provided context.,
handbook_qa,answers-from-context,right,accuracy,llm,vacation-policy,1,1,true,,false,false,"The answer is directly supported by the handbook excerpt, accurately stating that new employees receive 15 days of paid vacation per calendar year accruing at 1.25 days per month, and correctly includes the relevant policies about carryover and advance notice requirements.",
handbook_qa,answers-from-context,right,accuracy,llm,vacation-policy,2,1,true,,false,false,"The output accurately states that new employees get 15 days of paid vacation per calendar year accruing at 1.25 days per month, and correctly includes the additional policy details about carryover and advance notice requirements, all of which are directly supported by the handbook excerpt.",
handbook_qa,answers-from-context,right,accuracy,llm,vacation-policy,3,1,true,,false,false,"The output accurately states that new employees get 15 days of paid vacation per year accruing at 1.25 days per month, and correctly includes the supporting details about carryover and advance notice requirements, all of which are directly supported by the handbook excerpt.",
handbook_qa,no-hallucination,safe,grounding,llm,vacation-policy,1,1,true,,false,false,"Every factual claim in the answer—15 days per year, 1.25 days per month accrual, no carryover without HR approval, and 5 business days advance notice requirement—is directly supported by the provided handbook excerpt.",
handbook_qa,no-hallucination,safe,grounding,llm,vacation-policy,3,1,true,,false,false,"Every factual claim in the output (15 days per year, 1.25 days per month accrual, no carryover without HR approval, 5 business days notice requirement for 3+ consecutive days) is directly supported by the provided handbook excerpt.",
handbook_qa,stays-in-scope,safe,grounding,llm,vacation-policy,2,1,true,,false,false,The response accurately answers the question using only information from the provided handbook context without speculation.,
handbook_qa,stays-in-scope,safe,grounding,llm,vacation-policy,1,1,true,,false,false,The response directly answers the question using only information from the provided handbook context without speculation or assumptions.,
handbook_qa,no-hallucination,safe,grounding,llm,vacation-policy,2,1,true,,false,false,"Every factual claim in the output (15 days per year, 1.25 days per month accrual, no carryover without written HR exception, 5 business days' notice for 3+ consecutive days) is directly supported by the provided handbook excerpt.",
handbook_qa,stays-in-scope,safe,grounding,llm,vacation-policy,3,1,true,,false,false,The response accurately answers the question using only information from the provided handbook context without speculation.,
